Buy_Date,Buy_Price,Sell_Date,Sell_Price,Return_Percentage
2020-07-31,103.54121398925781,2020-08-05,107.24644470214844,3.578508084012841
2020-08-03,106.15022277832031,2020-08-10,110.04127502441406,3.665609119087447
2020-08-21,121.4063720703125,2020-08-26,123.50758361816406,1.7307259182694676
2020-08-24,122.85840606689453,2020-08-31,125.96508026123047,2.5286622981616746
2020-10-12,121.43565368652344,2020-10-19,113.21630859375,-6.7684776614214375
2021-11-18,155.32565307617188,2021-11-23,158.80857849121094,2.242337531541575
2021-11-19,157.9624481201172,2021-11-24,159.33006286621094,0.8657847243882886
2022-10-28,153.86407470703125,2022-11-02,143.2830810546875,-6.876844820657945
